restaurant_id,name,cuisine,rating,price_range,location,category,reviews_count,features,image_url
420,"Strickland, Hill and Wilson",Chinese,4.3,$$,Los Angeles,Chinese Dining & Bistro,2174,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
421,Schultz Group,Thai,3.2,$,New York,Thai Dining & Bistro,1786,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
422,Welch Ltd,Indian,3.5,$$$$,Houston,Indian Dining & Bistro,1149,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
423,Hart PLC,Mexican,2.8,$$$$,New York,Mexican Dining & Bistro,754,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
424,"Lane, Lee and Thomas",Mexican,3.0,$$,New York,Mexican Dining & Bistro,172,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
425,Harmon and Sons,Italian,4.5,$$$$,New York,Italian Dining & Bistro,586,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
426,"Castillo, Hunter and Blanchard",Indian,4.3,$$$,Chicago,Indian Dining & Bistro,1891,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
427,"Knox, Smith and Thomas",Chinese,4.0,$$,New York,Chinese Dining & Bistro,1046,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
428,"Payne, Schroeder and Ryan",French,4.7,$,Chicago,French Dining & Bistro,870,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
429,Marks Inc,Mexican,4.0,$,Houston,Mexican Dining & Bistro,2052,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
430,Calderon-Newman,Mexican,3.7,$$$,Chicago,Mexican Dining & Bistro,355,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
431,Clements-Wyatt,Italian,3.4,$,Houston,Italian Dining & Bistro,1170,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
432,Williams-Davis,American,4.9,$$$$,Houston,American Dining & Bistro,647,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
433,Dixon-Burgess,Japanese,2.7,$$$$,Chicago,Japanese Dining & Bistro,2019,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
434,Bradshaw-Velazquez,Chinese,4.8,$$$,Los Angeles,Chinese Dining & Bistro,696,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
435,Brown and Sons,Thai,4.6,$,San Francisco,Thai Dining & Bistro,2053,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
436,Lara LLC,Indian,2.8,$,New York,Indian Dining & Bistro,1449,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
437,Phillips LLC,Mexican,3.9,$$$,San Francisco,Mexican Dining & Bistro,1962,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
438,Robinson-Santos,Mexican,4.7,$$,New York,Mexican Dining & Bistro,1897,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
439,Martin-Craig,Thai,3.9,$,New York,Thai Dining & Bistro,1976,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
440,"Sparks, Wallace and Houston",Chinese,4.8,$$,Houston,Chinese Dining & Bistro,801,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
441,"Sexton, Hansen and Torres",Japanese,4.9,$,New York,Japanese Dining & Bistro,2094,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
442,"Williams, Marks and Howard",American,3.6,$,New York,American Dining & Bistro,1993,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
443,"Meadows, Williams and Thomas",Mexican,3.4,$,Chicago,Mexican Dining & Bistro,1211,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
444,White-Chavez,Japanese,4.8,$,San Francisco,Japanese Dining & Bistro,1162,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
445,Santos Group,Chinese,4.2,$$$$,Chicago,Chinese Dining & Bistro,1285,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
446,Combs-Johnson,Thai,2.8,$$,New York,Thai Dining & Bistro,2134,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
447,"Barnes, Cook and Roberts",Italian,2.6,$$,Houston,Italian Dining & Bistro,1129,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
448,"Douglas, Morrow and Quinn",American,3.9,$,Chicago,American Dining & Bistro,1274,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
449,Williams-Foster,Indian,4.8,$,Chicago,Indian Dining & Bistro,1951,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
450,"Parrish, Kelly and Rodriguez",Mexican,4.6,$$,Los Angeles,Mexican Dining & Bistro,467,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
451,"Campbell, Lynch and White",Chinese,4.2,$$$$,New York,Chinese Dining & Bistro,1320,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
452,Brown-Jennings,Italian,2.8,$$$,Houston,Italian Dining & Bistro,1110,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
453,"Wright, Nelson and Patterson",Indian,3.1,$$$,Chicago,Indian Dining & Bistro,1262,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
454,"Phillips, Stanley and Martin",French,4.7,$$,Chicago,French Dining & Bistro,1525,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
455,"Davis, Reid and Morales",Chinese,3.0,$,Houston,Chinese Dining & Bistro,1459,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
456,Hernandez and Sons,Chinese,3.2,$,New York,Chinese Dining & Bistro,480,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
457,"Harris, Jackson and Donaldson",Indian,2.8,$$$$,Los Angeles,Indian Dining & Bistro,716,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
458,"Nelson, Powell and Cook",Italian,4.2,$$$,Chicago,Italian Dining & Bistro,767,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
459,"Nichols, Patrick and Miller",French,4.9,$$$$,Los Angeles,French Dining & Bistro,1097,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
460,Parker Inc,Japanese,3.2,$$$,San Francisco,Japanese Dining & Bistro,1718,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
461,Nelson-Watson,Japanese,3.7,$$,New York,Japanese Dining & Bistro,775,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
462,Johnson Inc,Thai,4.1,$$$,San Francisco,Thai Dining & Bistro,1026,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
463,"Brooks, Wilson and Green",Italian,5.0,$$$$,San Francisco,Italian Dining & Bistro,413,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
464,"Lee, Brewer and Jenkins",American,2.8,$$$$,San Francisco,American Dining & Bistro,1849,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
465,Daniels-Patterson,Mexican,3.7,$$$$,New York,Mexican Dining & Bistro,1819,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
466,Wright-Shelton,Indian,3.5,$$,New York,Indian Dining & Bistro,1505,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
467,Lewis and Sons,Thai,4.7,$$$,Houston,Thai Dining & Bistro,2058,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
468,"Reilly, Smith and Reynolds",French,3.7,$$$,Los Angeles,French Dining & Bistro,1853,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
469,"Porter, Anderson and Gilmore",Indian,2.8,$$$$,Los Angeles,Indian Dining & Bistro,405,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
470,"Lewis, Jones and Santiago",Indian,4.1,$$$,Houston,Indian Dining & Bistro,997,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
471,Carlson-Garrett,Italian,4.4,$,Houston,Italian Dining & Bistro,1870,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
472,Jacobson LLC,Mexican,2.5,$,San Francisco,Mexican Dining & Bistro,1745,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
473,Jackson-Tucker,American,4.6,$,Houston,American Dining & Bistro,230,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
474,Johnson PLC,Japanese,3.0,$$$,Chicago,Japanese Dining & Bistro,1708,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
475,Bradshaw-Johnson,Chinese,3.9,$$,Los Angeles,Chinese Dining & Bistro,2103,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
476,Cervantes and Sons,Chinese,3.5,$$,Houston,Chinese Dining & Bistro,174,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
477,"Nichols, Brown and Long",Indian,4.3,$$,Chicago,Indian Dining & Bistro,1590,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
478,Davis-King,Japanese,3.4,$$,Chicago,Japanese Dining & Bistro,1373,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
479,Jones-Hood,Japanese,4.7,$,Chicago,Japanese Dining & Bistro,1747,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
480,"Li, Gentry and Hall",Mexican,4.3,$,Chicago,Mexican Dining & Bistro,1866,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
481,Jensen-Salazar,French,4.1,$$$$,San Francisco,French Dining & Bistro,1053,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
482,"Kelly, Jones and Hunt",French,4.5,$$$,Chicago,French Dining & Bistro,2149,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
483,"Duncan, Nicholson and Hickman",Thai,4.4,$$$,San Francisco,Thai Dining & Bistro,1048,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
484,"Reid, Caldwell and Ortiz",Italian,2.6,$$,San Francisco,Italian Dining & Bistro,1267,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
485,Hoover Group,Mexican,3.5,$,Chicago,Mexican Dining & Bistro,1935,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
486,Ross-Duran,Mexican,4.8,$$,Los Angeles,Mexican Dining & Bistro,2139,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
487,Caldwell PLC,Italian,2.8,$$$$,Chicago,Italian Dining & Bistro,268,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
488,Rice-Peters,Japanese,4.3,$$$,Chicago,Japanese Dining & Bistro,1742,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
489,"Woods, Lynch and Rodriguez",French,4.9,$$$,Chicago,French Dining & Bistro,1526,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
490,Ferguson LLC,French,2.6,$$,Los Angeles,French Dining & Bistro,1806,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
491,Mccoy-Sanders,Japanese,4.2,$$$$,New York,Japanese Dining & Bistro,826,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
492,Davidson-King,French,3.7,$$$,New York,French Dining & Bistro,2064,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
493,Shah and Sons,Indian,3.9,$$$$,San Francisco,Indian Dining & Bistro,672,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
494,Knight Inc,Mexican,2.7,$$$$,San Francisco,Mexican Dining & Bistro,260,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
495,"Kennedy, Barton and Gomez",Chinese,2.6,$$,Los Angeles,Chinese Dining & Bistro,1763,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
496,Smith LLC,Italian,4.2,$,Houston,Italian Dining & Bistro,261,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
497,"Davis, Cunningham and Fisher",French,4.6,$$,New York,French Dining & Bistro,493,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
498,Adams Ltd,Thai,4.5,$,San Francisco,Thai Dining & Bistro,1905,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
499,Stark-Coffey,French,3.9,$$$$,New York,French Dining & Bistro,705,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
500,Baird-Brock,French,2.7,$,Los Angeles,French Dining & Bistro,2041,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
